Pairs,IBS
E205-1-1-1INBREDS5SYN.ANVELD_A13-2INBREDPOTCHEFSTROOMPEARL,0.8661
E2558W_A359NW,0.8711
E292-1-1-1INBS5SYNANVELDXMINN.706_A188,0.8656
E680-2-1-3S5INBRED_N192,0.8593
E680-3-1-1S6INBRED_NC316,0.8602
E683-1-2-1S5INBRED_AusTRCF306308,0.8588
E684-1-1-1S5INBRED_NC372,0.8607
E697-1-1-1S5INBRED_B73,0.8639
E783-1-2-1S6STS.4222INBRED_F2834T,0.862
E8501_Mo17T,0.9121
EA1070_EP2008-04,0.8569
EA2000_GEMS-0085,0.8628
EA2024_4F-403JV15,0.8576
EA2841_4F-350CN2,0.8489
EA3076_ND247,0.8603
East028_A96,0.8733
EAST028WHITECOB_W374B,0.8737
ECU770b-2_VEN981a-1,0.895
Eng-liChih_B73Htrhm,0.862
EP1_4564INBRED,0.9042
EP10_GEMS-0101,0.8618
EP16_INBR.PLS14MS.STERILE,0.8684
EP2_A680,0.8632
EP2008-03_EP2008-05,0.8606
EP2008-04_NO.1070INBRED,0.8593
EP2008-05_EP44,0.8592
EP28_A650,0.8777
EP29_A73,0.8859
EP3_INBR.PLS14MS.STERILE,0.8674
EP31_A385,0.8606
EP32_LH1,0.8656
EP37_PriorD,0.8657
EP39_NO.1201INBRED,0.8527
EP4_MR14LongfellowFlint,0.8731
EP40_EP1,0.8563
EP42_EP40,0.8594
EP43_EP1,0.8555
EP44_TZU-CHIAO-HSI-WU302,0.8642
EP45_Me121Wa,0.8512
EP47_MR14LongfellowFlint,0.8704
EP51_A427,0.8786
EP52_A548,0.889
EP53_NC280,0.8575
EP55_A407,0.8766
EP56_A497,0.8708
EP57_807,0.8858
EP58_EP82,0.9098
EP60_P51B,0.9096
EP61_277,0.9286
EP62_EP83,0.9317
EP64_F42,0.8585
EP65_Mo2RF,0.8627
EP67_LH85,0.8644
EP69_A652,0.8742
EP71_EP42,0.8533
EP72_C123,0.8711
EP73_SD65,0.8682
EP74_EP67,0.8707
EP75_A288,0.8727
EP76_A497,0.8677
EP77_CM145,0.8842
EP79_CM99,0.9102
EP80_EZ3,0.8612
EP81_A310,0.8648
EP82_W6720-2,0.9105
EP83_EP62,0.9317
EP84_P39M96,0.9115
EP85_Ia453,0.9151
EP86_4581INBRED,0.863
EZ1_NC316,0.858
EZ10_EZ13,0.8621
EZ11A_WXB14,0.8879
EZ12_AusTRCF305846,0.9685
EZ13_INBRED1-1265,0.8576
EZ14_4F-345CN12,0.8563
EZ16A_SD108,0.8537
EZ17_B73,0.8528
EZ18_H30w,0.95
EZ19_WXHy,0.9406
EZ2_EP44,0.856
EZ21_LP1NRHT,0.8693
EZ23_A619Ht1,0.9113
EZ24_NC316,0.9134
EZ25_R924,0.8772
EZ29_GEMN-0157,0.8995
EZ3_EZ21,0.862
EZ30_4F-345CN12,0.8639
EZ31_A632,0.9843
EZ32_WX38-11,0.8922
EZ33_A57N,0.9345
EZ34_A619Ht2,0.9884
EZ37_58804Mo17MethBcS3,0.9134
EZ38_B84,0.9108
EZ4_EZ59,0.8613
EZ46_H91,0.8884
EZ48_R227,0.9032
EZ49_B73,0.8547
EZ5_H91,0.9384
EZ50_4F-353CN33,0.8619
EZ51_EZ9,0.8653
EZ52_H50,0.903
EZ53_H73,0.8861
EZ59_INBRED627,0.8659
EZ6_EZ50,0.8631
EZ7_4F-35BK,0.8578
EZ8_INBRED610,0.8602
EZ9_Tx772,0.8605
F10_G3T5,0.8852
F115_A288,0.9093
F2_4537.INBRED,0.8673
F2834T_E783-1-2-1S6STS.4222INBRED,0.862
F39_EP80,0.8586
F42_NC372,0.9952
F431_T8445INBRED,0.8642
F44_SC343,0.8843
F49_A201,0.8655
F52_EP37,0.8569
F6_GT118,0.9003
F7_PriorD,0.8933
F755-2-2-1S4INBREDTEKO_M37W,0.8573
FAPW_H93,0.9487
FBHJ_R924,0.9263
FBLA_WXB14,0.9348
FC46_G3T5a,0.8663
Fe_B104,0.8785
Florida32_EP85,0.9121
Florida56_P39A,0.9294
FR19_SD69,0.924
FV181_NC280,0.8661
G14T133_G3T5,0.9018
G15T134_INBR.PLS14MS.STERILE,0.8824
G15T134a_4655INBRED,0.8869
G22T122_CM37,0.8859
G3T5_G14T133,0.9018
G3T5a_4659INBRED,0.9033
G6T123_G14T133,0.9022
G80_PHV37,0.9155
GA152_AR242,0.8976
GA203_Va3A,0.8971
GA209_Va3A,0.8971
GA212_NC310,0.866
GA215_Va3A,0.894
GA219_NC316,0.8632
GA220_A630,0.9003
GA221_NC220,0.8688
GA222_Mo312ae,0.87
GA224_R909TMS,0.9138
GE129_NC372,0.8661
GE180_EP86,0.858
GE19_Va4,0.9028
GE281_58614B73MethBc5S4,0.8627
GE293_A797NW,0.8738
GE311_NC316,0.8645
GE317_Mo303ae,0.8881
GE335_GE72,0.8741
GE440_H123,0.8755
GE54_GE72,0.8772
GE72_Mo303ae,0.8803
GEMN-0033_LH123HT,0.9144
GEMN-0034_GEMN-0207,0.8994
GEMN-0035_GEMN-0165,0.909
GEMN-0036_LH123HT,0.907
GEMN-0037_LH212Ht,0.9049
GEMN-0038_GEMN-0036,0.9065
GEMN-0039_LH212Ht,0.91
GEMN-0040_LH212Ht,0.9018
GEMN-0041_B73,0.9323
GEMN-0042_GEMN-0165,0.8996
GEMN-0043_GEMN-0035,0.9098
GEMN-0044_PHK56,0.8984
GEMN-0045_PHK56,0.8884
GEMN-0046_PHN73,0.882
GEMN-0047_GEMN-0077,0.9078
GEMN-0048_GEMN-0096,0.9128
GEMN-0056_SeagullSeventeen,0.9268
GEMN-0057_GEMN-0058,0.9153
GEMN-0058_GEMN-0111,0.8986
GEMN-0059_GEMN-0205,0.9018
GEMN-0060_PHR62,0.8943
GEMN-0070_GEMN-0060,0.8845
GEMN-0071_PHK56,0.8886
GEMN-0076_B73,0.8972
GEMN-0077_GEMN-0095,0.9091
GEMN-0081_58803Mo17MethBcS3,0.9291
GEMN-0082_58801InbredMo17,0.92
GEMN-0083_LH196,0.9232
GEMN-0087_LH82,0.878
GEMN-0088_GEMN-0089,0.8917
GEMN-0089_LH82,0.8818
GEMN-0090_LH82,0.8803
GEMN-0094_GEMN-0186,0.9002
GEMN-0095_GEMN-0048,0.9074
GEMN-0096_GEMN-0048,0.9128
GEMN-0097_991,0.8941
GEMN-0098_GEMN-0134,0.8967
GEMN-0099_PHN73,0.9016
GEMN-0103_GEMN-0195,0.9576
GEMN-0104_GEMN-0103,0.9637
GEMN-0105_GEMN-0217,0.9586
GEMN-0106_GEMS-0102,0.9033
GEMN-0107_GEMN-0197,0.9112
GEMN-0108_GEMN-0173,0.9623
GEMN-0109_GEMN-0105,0.9022
GEMN-0110_AusTRCF305846,0.9455
GEMN-0111_Mo17,0.9053
GEMN-0112_MBUB,0.8913
GEMN-0114_PHR62,0.9008
GEMN-0117_AusTRCF305846,0.9553
GEMN-0119_Mo17,0.9038
GEMN-0120_H108,0.8816
GEMN-0121_Mo17,0.8891
GEMN-0122_GEMN-0120,0.8946
GEMN-0123_GEMN-0122,0.8927
GEMN-0124_GEMN-0197,0.8936
GEMN-0127_GEMN-0217,0.9275
GEMN-0128_GEMN-0133,0.9354
GEMN-0129_GEMN-0133,0.9378
GEMN-0130_GEMN-0133,0.9377
GEMN-0131_GEMN-0132,0.945
GEMN-0132_GEMN-0133,0.9245
GEMN-0133_GEMN-0132,0.9245
GEMN-0134_GEMN-0197,0.9213
GEMN-0135_GEMN-0134,0.891
GEMN-0136_GEMN-0130,0.9104
GEMN-0138_LH213,0.8883
GEMN-0139_GEMN-0144,0.8895
GEMN-0140_Hi60,0.8898
GEMN-0141_AusTRCF305846,0.8919
GEMN-0144_GEMN-0186,0.8975
GEMN-0145_LH82,0.9015
GEMN-0151_LH51,0.8864
GEMN-0152_GEMN-0124,0.9075
GEMN-0153_GEMN-0134,0.9052
GEMN-0154_GEMN-0047,0.8878
GEMN-0155_GEMN-0047,0.9059
GEMN-0156_PHR58,0.8945
GEMN-0157_PHR58,0.8873
GEMN-0158_GEMN-0110,0.8916
GEMN-0159_Oh43E,0.9082
GEMN-0164_GEMN-0127,0.892
GEMN-0165_GEMN-0042,0.8996
GEMN-0166_GEMN-0172,0.9644
GEMN-0167_GEMN-0194,0.9634
GEMN-0168_GEMN-0166,0.9661
GEMN-0169_GEMN-0170,0.9625
GEMN-0170_GEMN-0194,0.9635
GEMN-0172_GEMN-0167,0.9616
GEMN-0173_GEMN-0217,0.9631
GEMN-0174_GEMN-0144,0.8876
GEMN-0177_GEMN-0134,0.908
GEMN-0178_GEMN-0114,0.8961
GEMN-0179_AusTRCF305846,0.932
GEMN-0186_GEMN-0047,0.9117
GEMN-0187_58801InbredMo17,0.9433
GEMN-0190_Mo17T,0.9326
GEMN-0191_GEMN-0205,0.9051
GEMN-0192_MBST,0.8856
GEMN-0193_PHG35,0.8931
GEMN-0194_GEMN-0167,0.9634
GEMN-0195_GEMN-0105,0.9581
GEMN-0196_GEMN-0108,0.9156
GEMN-0197_GEMN-0217,0.9247
GEMN-0198_GEMN-0129,0.8993
GEMN-0205_AusTRCF305849,0.9223
GEMN-0207_GEMN-0043,0.9144
GEMN-0208_GEMN-0038,0.9119
GEMN-0209_58803Mo17MethBcS3,0.9075
GEMN-0210_LH181,0.8702
GEMN-0211_GEMS-0006,0.9249
GEMN-0212_GEMN-0105,0.9631
GEMN-0213_GEMN-0129,0.9097
GEMN-0214_LH51,0.9021
GEMN-0216_IBB15,0.9052
GEMN-0217_GEMN-0194,0.9642
GEMN-0221_LH214,0.9008
GEMS-0001_B89,0.9149
GEMS-0002_LH196,0.9071
GEMS-0003_LP1NRHT,0.9215
GEMS-0004_GEMS-0064,0.9189
GEMS-0005_LH196,0.9225
GEMS-0006_LH132,0.9326
GEMS-0007_GEMN-0211,0.9196
GEMS-0008_LH132,0.9474
GEMS-0009_B73,0.9265
GEMS-0010_LH196,0.9209
GEMS-0011_B73,0.9257
GEMS-0013_GEMS-0014,0.9156
GEMS-0014_GEMS-0008,0.9275
GEMS-0015_GEMS-0009,0.9201
GEMS-0016_GEMS-0125,0.9252
GEMS-0017_GEMS-0021,0.9284
GEMS-0019_GEMS-0015,0.9186
GEMS-0020_GEMS-0014,0.9234
GEMS-0021_B73,0.9396
GEMS-0024_GEMS-0030,0.8896
GEMS-0026_Mp07-153,0.9101
GEMS-0027_GEMS-0030,0.9161
GEMS-0028_GEMS-0030,0.9143
GEMS-0030_Mp07-153,0.9144
GEMS-0031_GEMS-0026,0.9036
GEMS-0032_GEMS-0027,0.8985
GEMS-0049_W8304,0.9301
GEMS-0050_B14,0.9312
GEMS-0051_F42,0.9219
GEMS-0052_F42,0.9424
GEMS-0053_NC372,0.9638
GEMS-0054_58802Mo17MethBcS3,0.9085
GEMS-0055_58802Mo17MethBcS3,0.9378
GEMS-0061_NC372,0.9159
GEMS-0062_DJ7,0.9192
GEMS-0063_NC252,0.961
GEMS-0064_GEMS-0101,0.9558
GEMS-0065_LH196,0.9508
GEMS-0066_F42,0.9477
GEMS-0067_NC330,0.899
GEMS-0068_NC372,0.9477
GEMS-0069_58804Mo17MethBcS3,0.928
GEMS-0072_GEMS-0101,0.9488
GEMS-0073_LH196,0.9275
GEMS-0074_LH119,0.9427
GEMS-0075_R924,0.9312
GEMS-0078_LH220Ht,0.9175
GEMS-0079_NC326,0.9251
GEMS-0080_B73,0.9163
GEMS-0084_Lp215D,0.8806
GEMS-0085_58613B73MethBc5S4,0.9076
GEMS-0086_GEMS-0101,0.947
GEMS-0091_B73,0.9157
GEMS-0092_PHT10,0.9298
GEMS-0093_GEMS-0185,0.9311
GEMS-0100_H91,0.9175
GEMS-0101_58802Mo17MethBcS3,0.9954
GEMS-0102_B73,0.9211
GEMS-0113_F42,0.9434
GEMS-0115_NC326,0.9351
GEMS-0116_B73,0.9192
GEMS-0118_LH119,0.9258
GEMS-0125_GEMS-0013,0.9146
GEMS-0142_GEMS-0101,0.9399
GEMS-0143_B73Htrhm,0.9395
GEMS-0146_ICI740,0.9614
GEMS-0147_B73Htrhm,0.9629
GEMS-0148_GEMS-0101,0.9474
GEMS-0149_DJ7,0.976
GEMS-0150_GEMS-0101,0.9557
GEMS-0160_LH119,0.9701
GEMS-0161_B73,0.9573
GEMS-0162_LH196,0.9627
GEMS-0163_58614B73MethBc5S4,0.9378
GEMS-0175_F42,0.9506
GEMS-0176_B73,0.9467
GEMS-0180_B73Htrhm,0.9382
GEMS-0181_GEMS-0101,0.937
GEMS-0182_B73Htrhm,0.9421
GEMS-0183_LH132,0.9399
GEMS-0184_58614B73MethBc5S4,0.9516
GEMS-0185_LH119,0.9345
GEMS-0188_LH205,0.9198
GEMS-0189_LH196,0.9334
GEMS-0199_LH196,0.9358
GEMS-0200_LH195,0.9253
GEMS-0201_PHW52,0.9279
GEMS-0202_DJ7,0.9572
GEMS-0203_GEMS-0101,0.9001
GEMS-0206_LH119,0.9481
GEMS-0215_GEMN-0127,0.9188
GEMS-0219_LH196,0.9258
GEMS-0220_B73Htrhm,0.9348
GEMS-0222_LH209,0.9097
GEMS-0223_B73,0.9327
Gengke1_Yellow3-4,0.861
GT106_B73Htrhm,0.8599
GT112_NC246,0.9435
GT113_B73,0.8727
GT115_F6,0.8831
GT118_GT119,0.874
GT119_B73,0.8593
GT150_GT118,0.8851
GT154_H30w,0.9187
GT169A_B73Htrhm,0.8625
GT601_B37T,0.9069
GT602_B37TRf,0.912
GTS1_C38,0.9231
H10_WX187-2,0.9137
H100_R924,0.9604
H101_IADS61,0.9648
H102_C103T,0.8909
H103_Oh7,0.885
H104W_A619Ht3,0.9744
H105W_58609A632MethBc5S4,0.9608
H106w_B37T,0.9314
H107_B93,0.9301
H108_Mo17T,0.9436
H109_SeagullSeventeen,0.95
H110_WXB14,0.8945
H111_B37TRf,0.9195
H112_B102,0.9039
H113_Ill.Hy,0.9113
H114_H93,0.9286
H116_H102,0.8801
H117_R924,0.9243
H118w_H103,0.8625
H119_GEMS-0101,0.9574
H121_R909TMS,0.8772
H122w_NC256,0.9384
H123_AusTRCF305840,0.9661
H124w_R30,0.8655
H125_NC280,0.9436
H126W_SeagullSeventeen,0.9349
H14_Oh40B,0.8855
H19_AusTRCF306302,0.868
H21W_NC316,0.8658
H22w_NC328,0.8667
H23w_NC292,0.8647
H25W_NC316,0.8642
H26w_R216,0.916
H27w_Mo304ae,0.8803
H28w_A564N,0.9432
H29w_A564N,0.9435
H30w_H50,0.9541
H41_H42,0.923
H42_WXM14,0.9536
H45_R909TMS,0.943
H46_R909TMS,0.9535
H49_R909,0.9582
H5_A548,0.929
H50_H51,0.9587
H51_WX38-11,0.9397
H52_WX38-11,0.942
H55_HY2,0.9616
H59_H51,0.8734
H60_Oh51A,0.8835
H71_W182ETMS,0.9414
H73_R109B,0.8914
H84_Mo401,0.9484
H8431_GEMS-0026,0.9244
H88_Oh43TRf,0.9211
H91_R924,0.985
H93_A509N,0.9738
H95_Oh43T,0.9262
H96_HY2,0.9552
H98_Ill.Hy,0.9178
H99_ML606,0.926
HB8229_B14,0.9148
HBA1_B68,0.8883
Hi25_R924,0.9743
Hi26_Ill.Hy,0.901
Hi27_B14,0.8777
Hi27Goodman-Buckler_Hi31,0.8836
Hi28_NC330,0.8666
Hi29_EZ19,0.8664
Hi30_NC280,0.8622
Hi31_H91,0.9719
Hi33_R218,0.9131
Hi34_Hi41,0.8809
Hi38C1_B73Htrhm,0.8538
Hi39_Hi41,0.9215
Hi41_WXB14,0.911
Hi42_Mp706,0.8623
Hi43_CML228,0.861
Hi44_B68,0.8965
Hi47_NC252,0.9542
Hi48_NC292,0.857
Hi50_B73,0.8602
Hi52_NC330,0.857
Hi56_NC280,0.8588
Hi60_AusTRCF305846,0.987
Hi61_A680,0.8652
Hi62_Ki2021,0.8695
Hi63_GEMS-0009,0.8618
Hi64_CML481,0.8648
Hi65_L605,0.8742
Hi66_KS2,0.8667
Hi67_TZSTRI111,0.8731
Honanno.7_R221,0.8933
HP301_B-17INBR.FR.SUPERGOLD,0.9491
HP62-02_ADSg1501-1,0.9637
HP68-07_ADSg1501-2,0.9114
HP72-11_ADSA7,0.9728
HUA94INBRED_B73,0.8593
Huanyao_YANG,0.8657
Huobai_Taun23,0.8593
HUOBAOMIJI0235_Taun23,0.8669
Hwangno.525_NC316,0.8545
Hy_A564N,0.9711
HY2_A564N,0.9691
I137TN_B73Htrhm,0.8584
I159_W8555,0.8871
I198_GEMS-0101,0.8741
I205_LH1,0.9016
I29_R-22INBR.FR.SUPERGOLD,0.8756
Ia2003_C38,0.9399
Ia2076_909,0.948
IA2132_Ia2003,0.9102
IA2132Goodman-Buckler_Ia2003,0.9093
IA28_IADS61,0.9648
Ia453_W6728,0.9361
Ia5125_W1736,0.9354
Ia5125B_C90,0.9365
Ia5145_W1736,0.8921
IA61_B-28,0.9488
IA88_4722,0.8913
IaCG4189_EP60,0.9007
IADS38-W_R-4524,0.8805
IADS43-W_OC17,0.8689
IADS53_AD26DS,0.9206
IADS61_B-28,0.9451
IADS62_CA-15-1DENTSTERILE,0.9214
IADS70_ADSg1501-1,0.8972
IaEv191_Ia5145,0.9065
IaEv3004_NJ159,0.9142
IB014_83IBI3,0.9415
IB02_PHG29,0.9364
IBB14_NQ508,0.9295
IBB15_83IBI3,0.9733
IBC2_L135,0.9671
ICI193_H91,0.9249
ICI441_B73,0.965
ICI740_B73,0.9648
ICI893_F42,0.9487
IDS28_IADS61,0.955
IDS69_B-15DENTSTERILE,0.9551
IDS91_BR-15DENTSTERILE,0.9531
Il101_STRAINT20-2-68B,0.9308
Il101T_STRAINT20-2-68B,0.9317
Il14H_Ill101Q,0.9356
Il677a_Il779a,0.9298
Il731a_Il779a,0.933
Il767b_Il778d,0.9088
Il778d_442A-431-68D,0.9069
Il779a_442A-431-68D,0.9064
Ill.Hy_A579N,0.9758
Ill101Q_STRAINT36101T-394-68,0.9267
INB101LFY/LFYA632XM16S5_58610A632MethBc5S4,0.9637
INBR.PLS14MS.STERILE_G3T5a,0.903
INBRED100_M37W,0.8594
INBRED109_AusTRCF305803,0.8639
INBRED1-1265_4F-306108,0.8578
INBRED141_NC326,0.8706
INBRED19-86_INBRED605,0.8682
INBRED2-687_4F-203AM6,0.8689
INBRED305_INBRED381,0.8792
INBRED309_INBRED624,0.8746
INBRED317_INBRED627,0.8639
INBRED321_INBRED627,0.8644
INBRED334_B109,0.859
INBRED34-1141_INBRED627,0.8611
INBRED34-1181_INBRED627,0.8664
INBRED34-1196_INBRED624,0.8574
INBRED358_4F-234BX4,0.8624
INBRED378_Me244Wb,0.8542
INBRED379_4F-35BK,0.8535
INBRED381_INBRED379,0.8584
INBRED39-1084_INBRED605,0.8666
INBRED41_GEMS-0101,0.8608
INBRED41-1781_INBRED1-1265,0.859
INBRED42-492_INBRED1-1265,0.8598
INBRED45_Oh7,0.8631
INBRED605_INBRED627,0.88
INBRED610_INBRED381,0.8737
INBRED619_INBRED305,0.8618
INBRED624_INBRED610,0.8667
INBRED627_4F-374GE3,0.8712
INBRED64_58613B73MethBc5S4,0.8713
Inbred6-907_4659INBRED,0.8868
INBREDA-243-1_INBRED627,0.8584
IP39_Ma32,0.9715
J47_NC280,0.8625
J8606_L135,0.9124
K_B42,0.8788
K10_N197,0.8795
K11_B73,0.8669
K148_Mo312ae,0.8673
K150_NC316,0.8657
K155_Va21C,0.8687
K201_B73,0.8719
K4_Mo312ae,0.9186
K41_A679,0.8655
K47_ADSA11,0.8949
K55_Va5,0.9612
K64_CI64,0.9547
Ki11_KUI2021,0.8807
Ki14_Ki3,0.9024
Ki2021_Ki3,0.8973
Ki21_AusTRCF305846,0.8974
Ki3_CML228,0.8891
Ki43_CML227,0.8751
Ki44_Ki3,0.8608
KO679Y_AusTRCF306254,0.8856
KS2_90143,0.8763
KUI2007_Ki3,0.8962
KUI2021_Ki3,0.895
KUI44_Ki3,0.859
KUNG-70_R216A,0.8965
Ky21_NC326,0.8692
Ky226_R902A,0.8697
KY228_NC326,0.8641
KYS_GA220,0.8689
L_R907,0.8932
L127_PHG29,0.9576
L135_83IBI3,0.969
L139_PHK42,0.9224
L155_PHG29,0.9583
L289_Oh40B,0.8625
L317_CI32,0.9505
L578_AR226,0.8866
L605_Mp715,0.8683
L678_B73Htrhm,0.8593
L690_NC316,0.8574
L90_Tx706,0.8571
Lai1029_Mo401,0.9175
LH1_B37TRf,0.941
LH119_F42,0.9823
LH123HT_LH127,0.9318
LH127_LH213,0.9206
LH128_58801InbredMo17,0.9242
LH132_ICI441,0.9769
LH143CMS_MS1334,0.8744
LH143Maintainer_A632+/sh2,0.9819
LH145_A632HT,0.9623
LH146Ht_N190,0.9566
LH149_B73Htrhm,0.9704
LH150_PHW65,0.8808
LH156_Va85,0.9188
LH160_Mo17,0.9061
LH162_Mo17,0.9036
LH163_B37T,0.8966
LH181_LH123HT,0.9257
LH190_DJ7,0.9728
LH191_ICI441,0.9408
LH192_F42,0.9619
LH193_GEMS-0101,0.9716
LH194_F42,0.9571
LH195_LH194,0.9683
LH196_GEMS-0101,0.9787
LH202_DJ7,0.9852
LH205_F42,0.9657
LH206_LH196,0.9533
LH208_LH196,0.945
LH209_B73,0.9718
LH211_LH181,0.9271
LH212Ht_LH127,0.9261
LH213_LH211,0.9362
LH214_LH211,0.9382
LH215_EZ12,0.9179
LH220Ht_LH146Ht,0.9531
LH222_LH146Ht,0.9561
LH38_A619Ht3,0.9625
LH39_Oh43TRf,0.9547
LH51_AusTRCF305846,0.986
LH52_SeagullSeventeen,0.9595
LH54_AusTRCF305846,0.9619
LH57_58801InbredMo17,0.9454
LH59_AusTRCF305846,0.9471
LH60_Va59,0.9126
LH61_AusTRCF305846,0.9702
LH65_LH51,0.9662
LH74_LH196,0.9605
LH82_W374B,0.8989
LH85_A652,0.8898
LH93_GEMN-0056,0.8793
LIBC4_PHK42,0.9322
LP1CMSHT_R924,0.9825
LP1NRHT_R924,0.9829
Lp215D_LH51,0.9292
LP5_58614B73MethBc5S4,0.9731
Luo3_ND247,0.8642
M131_TZMI722,0.9469
M14_H42,0.9677
M162W_A328NW,0.9048
M23_176,0.9141
M37W_AusTRCF306254,0.9091
M45_MS57,0.8823
M6411_C38,0.9102
M6415_C38,0.9027
M6421_C31,0.9008
Ma32_A648,0.9593
MBNA_58801InbredMo17,0.9527
MBPM_Oh43su,0.899
MBST_MS78,0.9499
MBUB_A619,0.9283
MDF-13D_B70,0.9055
Me1_W7151,0.9104
Me100_S43,0.9072
Me121Wa_C42,0.9066
Me123_S43,0.906
Me135_C38,0.9314
Me244Wa_C38,0.9354
Me244Wb_MS91,0.9099
MEF156-55-2_21-396-68B,0.8854
MINN5_R-RAH-2IN.FR.TOM-THUMB,0.8565
ML606_Oh43T,0.936
MM402A_A619,0.9161
Mo10_B109,0.8668
Mo11_R909TMS,0.9632
Mo12_MO1W,0.9155
Mo13_Va60,0.9145
Mo14W_AusTRCF306242,0.914
Mo15W_K4,0.874
Mo16W_B73,0.8676
Mo17_58803Mo17MethBcS3,0.9949
Mo17+/su_AusTRCF305846,0.988
Mo17T_58803Mo17MethBcS3,0.9947
Mo17TRf_SeagullSeventeen,0.9712
Mo18W_Mo14W,0.9407
MO1W_R909,0.9451
Mo20W_AusTRCF306242,0.8853
Mo21R_H51,0.886
Mo22_AusTRCF305825,0.9207
Mo23W_NC280,0.8633
Mo24W_B73,0.871
Mo25W_NC316,0.8685
Mo27W_Mo2RF,0.8723
Mo28W_Mo29W,0.8716
Mo29W_Mo28W,0.8716
Mo2RF_CI7,0.9173
Mo3_Mo314ae,0.9511
Mo301ae_Va5,0.959
Mo303ae_WXHy,0.9388
Mo304ae_N7AGoodman-Buckler,0.9034
Mo305ae_AH83,0.95
Mo307ae_Mo41,0.9414
Mo308ae_WX33-16,0.9163
Mo30W_B73,0.8729
Mo311ae_B73,0.869
Mo312ae_R904A,0.9045
Mo313ae_H55,0.9382
Mo314ae_H30w,0.964
Mo31W_B73,0.8742
Mo32W_NC292,0.8665
Mo33W_Mo31W,0.8742
Mo36_B37T,0.8843
Mo37_LH196,0.8806
Mo38_Mo401,0.8876
Mo39_H93,0.8938
Mo40_AusTRCF305846,0.9217
Mo401_A509N,0.9779
Mo402_R909,0.9381
Mo403_Mo314ae,0.9524
Mo41_Mo17+/su,0.9448
Mo42_Mo17+/su,0.9377
Mo43_SeagullSeventeen,0.9637
Mo44_BAIIIId-2,0.9355
Mo45_PHP85,0.8832
Mo46_PHW65,0.8793
Mo47_PHJ31,0.8795
Mo48_R229,0.8692
Mo49_NC280,0.8681
Mo5_Va4,0.9391
Mo501_Va5,0.9573
Mo502W_Mo512AW,0.8712
Mo506W_B73,0.8705
Mo508W_H30w,0.8714
Mo510W_B73Htrhm,0.8579
Mo511W_A661,0.8662
Mo512AW_W64AT,0.9239
Mo512BW_W64A,0.9265
Mo6_Mo17T,0.9284
Mo7_Va30,0.9022
Mo8W_CI72,0.8727
Mo9W_Mo15W,0.8863
MoG_CI317B,0.8817
Mp04-97_Va59,0.8966
Mp07-121_GEMS-0030,0.921
Mp07-153_GEMS-0030,0.9144
Mp07-158_GEMS-0030,0.9153
MP305_Mo47,0.8659
MP307_LH193,0.8607
Mp313E_A680,0.858
Mp339_T165,0.9072
MP420_SeparationfromSC84E,0.8659
MP462_T111,0.865
Mp701_Mp707,0.8768
Mp705_Mp714,0.884
Mp706_Mp714,0.8838
Mp707_Mp714,0.8841
Mp708_Mp705,0.893
Mp710_NC326,0.8638
Mp711_B73Htrhm,0.8638
Mp712_NC280,0.8643
Mp714_Mp708,0.8746
Mp715_Hi65,0.8671
Mp716_CML332,0.8866
MP717_Tx706,0.8681
MQ305_IBB15,0.9304
MR01AraguitoS6_NO.1197INBRED,0.85
MR02Assiniboine_MS91,0.8695
MR05CatetoS6_EZ50,0.8573
MR06ChapaloteS6_58615B73MethBc5S4,0.8794
MR08CostenoS6_R229,0.8563
MR09CravoRiogranenseS6_NC338,0.8562
MR11CubanFlintS6_NC340,0.86
MR13HickoryKing_CI28B,0.8661
MR14LongfellowFlint_226,0.8866
MR15PalomerodeJaliscoS6_LP1CMSHT,0.8764
MR19SantoDomingo_Me244Wb,0.8393
MR20ShoePegS7_NC280,0.8628
MR22TuxpenoS6_CML343,0.8612
MR23ZapaloteChicoS6_B109,0.8476
MR25PoropoS5_NC330,0.8579
MR26PolloS5_CML69,0.8613
MS1_Oh51A,0.922
Ms100_WX38-11,0.8945
MS106_R216A,0.9265
MS107_Oh40B,0.8695
MS116_B73Htrhm,0.8649
MS12_SD108,0.8657
MS132_N7A,0.882
MS1334_ND260,0.8767
MS141_Oh51A,0.8768
MS142_MS206,0.876
MS153_A201,0.8729
MS198_MS79,0.9448
MS199_WXW22,0.889
MS200_R914,0.8824
MS201_Oh43T,0.9121
MS203_WX38-11,0.8993
MS204_H30w,0.927
MS206_B73,0.8661
MS211_A679,0.8669
MS214_W22R,0.8884
MS215_AH83,0.8736
MS216_W22R,0.8888
MS221_B37T,0.9262
MS222_B37T,0.9232
MS223_B73,0.871
MS224_MS89,0.906
MS225_MS57,0.8868
MS226_A632sh2/sh2,0.9168
MS24_MS93,0.8734
MS24A_MS93,0.8749
MS4_NC326,0.8589
MS57_Oh43T,0.9033
MS67_P39A,0.9297
MS68_Oh43T,0.8985
MS71_A73,0.896
MS72_A321,0.8766
MS74_W9,0.8795
MS75_CH741-6,0.8981
MS76_B14,0.9315
MS77_B14,0.9213
MS78_R219,0.9767
MS79_Oh43TRf,0.9684
MS80_W374B,0.883
MS81_B14A,0.89
MS89_Oh43T,0.9068
MS91_Me100,0.9114
MS92_R53,0.9169
MS93_MS201,0.8894
Mt42_ND251,0.8761
N190_LH146Ht,0.9566
N192_F42,0.9675
