Pairs,IBS
A16-3-2INBREDPOTCHEFSTROOMPEARL_A17-1-1INBREDPOTCHEFSTROOMPEARL,0.9295
A165_WM13R,0.9265
A166_A312,0.9199
A166N_C103,0.9325
A171_E292-1-1-1INBS5SYNANVELDXMINN.706,0.8901
A17-1-1INBREDPOTCHEFSTROOMPEARL_A16-3-2INBREDPOTCHEFSTROOMPEARL,0.9295
A178N_C103,0.9304
A188_A340,0.9105
A201_WM13R,0.9605
A203_WM13R,0.9595
A204_A203,0.9478
A20-4INBREDHICKORYKING_A17-1-1INBREDPOTCHEFSTROOMPEARL,0.9156
A208_A158,0.9239
A21-4-1INBREDHICKORYKING_A17-1-1INBREDPOTCHEFSTROOMPEARL,0.9288
A214N_B68,0.955
A218_A321,0.8961
A223_A374,0.9362
A22-3-1INBREDHICKORYKING_A680,0.8651
A238_A73,0.9289
A239_A73,0.9336
A242-2S10INBREDPERUVIAN_A243-1-2S10INBREDPERUVIAN,0.8735
A243-1-2S10INBREDPERUVIAN_A242-2S10INBREDPERUVIAN,0.8735
A251_H73,0.905
A256-1S10INBREDPERUVIAN_NC316,0.8581
A257_Os420,0.9318
A258_Os420,0.9313
A260_A116,0.8982
A264_ND385,0.9248
A265_ND405,0.9069
A266N_B68,0.9698
A272_B73Htrhm,0.8585
A286_Oh7B,0.926
A288_A344,0.9318
A295_A288,0.9357
A302-1-2S10INBREDSERVENTINA_4F-374GE3,0.8657
A305_A679,0.8652
A308_A340,0.9091
A310_H5,0.8912
A312_A166,0.9199
A321_A649,0.9507
A322_A451,0.9292
A325-1S10INBREDHOTNOT_INBRED309,0.8591
A328NW_CI64,0.955
A334_ND385,0.9432
A34_A618,0.9094
A340_A308,0.9091
A344_A666,0.9458
A347NW_A328NW,0.9451
A357_H5,0.8924
A359NW_CI64,0.959
A374_W374B,0.9526
A375_A,0.962
A385_A497,0.9071
A3G-3-1-3_INBRED39-1084,0.9255
A401_A239,0.895
A407_A152,0.8967
A413-3A-1-1S10INBREDROBYN_R229,0.8575
A415-1-3INBRED_NC316,0.859
A422_A497,0.9074
A424_W153R,0.9205
A427_W24,0.938
A436-1INBRED_R229,0.8616
A441-5_NC280,0.864
A449_A450,0.927
A450_A449,0.927
A451_A322,0.9292
A468-1INBRED_WXM14,0.8763
A480_A499,0.9088
A495_A497,0.9255
A497_A500,0.9274
A498_A495,0.9282
A499_A497,0.9215
A500_A499,0.9165
A502_A264,0.9144
A508_Mo511W,0.9041
A509_Mo511W,0.9036
A509N_B37T,0.9791
A547_A548,0.9537
A548_A547,0.9537
A553NOrangeHalo_A553NRedhalo,0.9609
A553NRedhalo_A509N,0.9474
A554_ND474,0.9094
A556_A265,0.8972
A564N_A579N,0.9834
A572_A344,0.9252
A575_A637,0.9196
A579N_Ill.Hy,0.9758
A57N_A98NW,0.9529
A588_A625,0.9205
A6_1497-2,0.8798
A617_W22,0.932
A618_W22,0.9315
A619_A619Ht1,0.9927
A619E_A619Ht3,0.9666
A619HT_A619Ht3,0.9905
A619Ht1_A619Ht3,0.991
A619Ht2_A619,0.9921
A619Ht3_A619,0.9934
A622_A239,0.888
A622N_AR214,0.8805
A624_A288,0.9111
A625_A165,0.9141
A627_L317,0.8871
A628_WXM14,0.9074
A629_Wf9T,0.9735
A630_Wf9T,0.9784
A631_WXWF9,0.9655
A632.75A1A2C1R1-rB1Pl1_58609A632MethBc5S4,0.9746
A632_58610A632MethBc5S4,0.9918
A632+/sh2_A632su/su,0.9938
A632HT_58610A632MethBc5S4,0.9909
A632HTN_58609A632MethBc5S4,0.9868
A632RpRp_A632HT,0.9855
A632sh2/sh2_A632su/su,0.9943
A632su/su_A632+/sh2,0.9938
A633_B14A,0.9752
A634_LP1CMSHT,0.969
A635_A665,0.9821
A635RpRp_A665,0.9795
A636_B14,0.9736
A637_A575,0.9196
A638_WXWF9,0.9466
A639_B14A,0.933
A640_B14A,0.9351
A641_A640,0.905
A641N_B14,0.9876
A643_38-11,0.8818
A644_Mo305ae,0.8778
A645_Oh43su,0.8895
A646_Oh43su,0.8925
A648_P39M96,0.9878
A649_A321,0.9507
A650_A321,0.9366
A651_A238,0.8975
A652_A653,0.923
A653_Wf9,0.9213
A654_LH85,0.9366
A655_Wf9T,0.951
A656_A158,0.9342
A657_R903B,0.8951
A659_A660,0.8923
A660_A659,0.8923
A661_A509,0.8989
A661N_A641N,0.9816
A662_A676,0.9298
A663_W24,0.9303
A664_CH753-4,0.9624
A664N_A641N,0.9826
A665_A635RpRp,0.9795
A666_A572,0.936
A667_WXWF9,0.8852
A668_C103T,0.9102
A669_HY2,0.9539
A670_A619,0.9566
A671_R903B,0.8952
A672_A632sh2/sh2,0.9723
A673_S117,0.8796
A674_B14,0.8784
A675_A662,0.9387
A676_B70,0.9208
A677_EZ33,0.9351
A678_Mt42,0.8978
A679_A681,0.9784
A680_GEMS-0101,0.9901
A681_VA102,0.9782
A682_58801InbredMo17,0.9453
A683_58801InbredMo17,0.942
A684su_A686su,0.9268
A685su_A686su,0.9251
A686su_A685su,0.9251
A691N_W22R,0.9618
A7_A679,0.8671
A71_A375,0.8956
A73_A651,0.9297
A759NW_WXK64,0.9599
A797NW_WXK64,0.9631
A90_A677,0.915
A96_H5,0.8992
A98NW_A57N,0.9529
Ab18_GT115,0.931
Ab24E_GA152,0.9301
Ab26_F6,0.9142
AB26A_F6,0.9161
Ab28A_38-11,0.9099
Ab608A_AR296,0.9018
Ab610_L578,0.8837
ABPl2_OC19,0.9113
ABPl3_OC19,0.9121
ABPl4_A497,0.8916
ABPl5_Mo17,0.9695
AD104DS_ADSg1501-6,0.9351
AD11DS_AD316DS,0.9315
AD123DS_AD221,0.9259
AD139DS_AD363-1,0.9249
AD139DS-2_AD175,0.9354
AD147_Sg18,0.9322
AD147DS_HP301,0.9332
AD157DS_HP301,0.9311
AD175_AD330,0.9329
AD187-1_AD188LDS,0.9487
AD187-2_AD188LDS,0.932
AD188L_AD187-1,0.9394
AD188LDS_AD187-1,0.9487
AD221_AD316DS,0.9322
AD230DS_AD147DS,0.931
AD233_AD11DS,0.9312
AD238DS_AD221,0.9295
AD26DS_AD11DS,0.9436
AD284_AD370,0.9443
AD316DS_AD26DS,0.936
AD330_AD370,0.9469
AD347DS-1_AD104DS,0.9245
AD347DS-2_AD104DS,0.9225
AD352_AD187-1,0.9281
AD363-1_Sg1533,0.9352
AD363-2_ADSg1501-2,0.9348
AD370_AD284,0.9443
AD402DS_AD147DS,0.9306
AD440DS-1_AD448DS,0.9646
AD440DS-2_AD448DS,0.9661
AD448DS_AD440DS-1,0.9646
ADH10_ADSg1501-6,0.9217
ADSA1_ADSA2,0.9652
ADSA10_ADSA14,0.9761
ADSA11_ADSA14,0.9745
ADSA12_ADSA14,0.973
ADSA13_ADSA10,0.9785
ADSA14_ADSA10,0.9761
ADSA15_ADSA14,0.9622
ADSA16_ADSA17,0.9686
ADSA17_ADSA16,0.9686
ADSA18_ADSA17,0.9704
ADSA19_ADSA20,0.967
ADSA2_ADSA3,0.9639
ADSA20_ADSA21,0.9624
ADSA21_ADSA20,0.9624
ADSA3_ADSA1,0.9604
ADSA4_HP72-11,0.9716
ADSA5_HP72-11,0.9754
ADSA6_HP72-11,0.9623
ADSA7_HP72-11,0.9728
ADSA8_HP72-11,0.9742
ADSA9_ADSA14,0.9577
ADSg1501_ADSg1501-5,0.9955
ADSg1501-1_ADSg1501-6,0.996
ADSg1501-2_ADSg1501-6,0.9958
ADSg1501-3_ADSg1501-2,0.9958
ADSg1501-4_ADSg1501-1,0.9948
ADSg1501-5_ADSg1501-1,0.9955
ADSg1501-6_ADSg1501-2,0.9958
AH83_Mo314ae,0.9826
AR200_AR280,0.9215
AR202_AR280,0.9186
AR204_R904A,0.9283
AR206_KYS,0.8915
AR208_GT112,0.9568
AR214_AR276,0.9025
AR224_Va35C,0.9272
AR226_AR254,0.904
AR228_AR276,0.8843
AR234_AR280,0.9116
AR242_AR280,0.928
AR250_Mo12,0.906
AR254_AR226,0.904
AR258_Mo22,0.8993
AR266_B14,0.9129
AR270_SC44,0.8768
AR272_NC232,0.927
AR276_T202,0.8877
AR280_AR200,0.9215
AR296_EZ19,0.9306
AR400_Mo303ae,0.9012
AusTRCF305795_AusTRCF306254,0.8624
AusTRCF305801_AusTRCF306327,0.9166
AusTRCF305802_CI88A,0.923
AusTRCF305803_AusTRCF305801,0.9012
AusTRCF305806_WXK55,0.9478
AusTRCF305808_AusTRCF305821,0.9489
AusTRCF305816_B14A,0.9066
AusTRCF305817_AusTRCF306354,0.9283
AusTRCF305819_B73Htrhm,0.9325
AusTRCF305821_AusTRCF306319,0.9655
AusTRCF305822_GEMS-0101,0.9137
AusTRCF305823_F42,0.9429
AusTRCF305825_Mo22,0.9207
AusTRCF305829_58803Mo17MethBcS3,0.9545
AusTRCF305831_AusTRCF305835,0.9658
AusTRCF305833_GEMS-0101,0.9771
AusTRCF305834_AusTRCF306297,0.9134
AusTRCF305835_AusTRCF305831,0.9658
AusTRCF305836_AusTRCF306344,0.9579
AusTRCF305839_B73,0.99
AusTRCF305840_B73,0.99
AusTRCF305841_AusTRCF306295,0.9714
AusTRCF305846_Mo17T,0.996
AusTRCF305849_Mo17,0.9926
AusTRCF306065_Mo17,0.9683
AusTRCF306068_AusTRCF306234,0.8656
AusTRCF306234_H106w,0.8842
AusTRCF306235_GEMS-0101,0.9751
AusTRCF306236_AusTRCF306242,0.9228
AusTRCF306237_AusTRCF306242,0.9189
AusTRCF306238_AusTRCF306240,0.9278
AusTRCF306239_Mo17,0.9152
AusTRCF306240_WXK64,0.9302
AusTRCF306241_WXK64,0.9378
AusTRCF306242_Mo22,0.9361
AusTRCF306244_AusTRCF306236,0.9168
AusTRCF306245_AusTRCF306242,0.9208
AusTRCF306254_AusTRCF305821,0.9702
AusTRCF306256_AusTRCF305808,0.9396
AusTRCF306257_AusTRCF305816,0.872
AusTRCF306258_AusTRCF306257,0.8827
AusTRCF306259_CI74,0.868
AusTRCF306261_AusTRCF306254,0.8657
AusTRCF306264_AusTRCF305801,0.8818
AusTRCF306269_L605,0.8703
AusTRCF306273_AusTRCF306282,0.9485
AusTRCF306274_AusTRCF306278,0.9524
AusTRCF306276_AusTRCF306285,0.9429
AusTRCF306278_AusTRCF306280,0.9409
AusTRCF306280_AusTRCF306290,0.9447
AusTRCF306281_AusTRCF305841,0.9529
AusTRCF306282_AusTRCF306285,0.9468
AusTRCF306285_AusTRCF306273,0.9554
AusTRCF306286_AusTRCF306273,0.945
AusTRCF306287_AusTRCF306297,0.9643
AusTRCF306290_AusTRCF306297,0.9641
AusTRCF306293_AusTRCF306297,0.9687
AusTRCF306294_AusTRCF306296,0.971
AusTRCF306295_AusTRCF306297,0.9764
AusTRCF306296_AusTRCF306297,0.975
AusTRCF306297_AusTRCF306296,0.975
AusTRCF306301_AusTRCF306296,0.9528
AusTRCF306302_AusTRCF306303,0.9948
AusTRCF306303_AusTRCF306304,0.9926
AusTRCF306304_AusTRCF306303,0.9926
AusTRCF306306_AusTRCF306310,0.9865
AusTRCF306307_AusTRCF306309,0.9885
AusTRCF306308_AusTRCF306309,0.9887
AusTRCF306309_GEMS-0101,0.99
AusTRCF306310_AusTRCF306307,0.9883
AusTRCF306312_AusTRCF305821,0.9362
AusTRCF306316_AusTRCF306324,0.9413
AusTRCF306319_AusTRCF306254,0.9443
AusTRCF306321_AusTRCF306324,0.9557
AusTRCF306322_AusTRCF305821,0.9613
AusTRCF306323_B73,0.8718
AusTRCF306324_AusTRCF305821,0.954
AusTRCF306327_AusTRCF306319,0.8985
AusTRCF306333_B73,0.9482
AusTRCF306335_W64Aae,0.9395
AusTRCF306336_AusTRCF306335,0.9331
AusTRCF306337_AusTRCF306301,0.9445
AusTRCF306343_AusTRCF306345,0.9306
AusTRCF306344_AusTRCF305835,0.9642
AusTRCF306345_AusTRCF306350,0.9344
AusTRCF306346_AusTRCF306343,0.9312
AusTRCF306347_AusTRCF306304,0.9672
AusTRCF306348_AusTRCF306306,0.966
AusTRCF306350_AusTRCF306345,0.9344
AusTRCF306351_AusTRCF306352,0.9672
AusTRCF306352_AusTRCF306353,0.9816
AusTRCF306353_AusTRCF306354,0.9783
AusTRCF306354_AusTRCF306353,0.9783
AusTRCF306355_AusTRCF306354,0.9513
AusTRCF306356_AusTRCF306351,0.9485
AusTRCF306357_AusTRCF306351,0.9417
B06_WXB6,0.9501
B10_B45,0.9344
B100_H99,0.9628
B101_B84,0.9095
B102_H99,0.9656
B103_PHG50,0.9519
B104_B110,0.9494
B105_B94,0.9362
B106_Va35,0.8905
B107_207,0.9449
B108_R229,0.8633
B109_GEMS-0101,0.9749
B110_B119,0.9507
B111_B105,0.9397
B113_B73,0.8708
B114_207,0.9442
B115_LH93,0.8775
B116_B117,0.9633
B117_B97,0.9703
B118_B97,0.9699
B119_B110,0.9507
B120_B118,0.933
B121_B104,0.9528
B14_WXB14,0.9948
B14A_WXB14,0.9941
B-15DENTSTERILE_CA-15-1DENTSTERILE,0.9644
B164_ND405,0.9177
B-16INBR.FR.SUPERGOLD_B-17INBR.FR.SUPERGOLD,0.9263
B-17INBR.FR.SUPERGOLD_Sg18,0.9879
B-18INBR.FR.SUPERGOLD_R-18INBR.FR.SUPERGOLD,0.9457
B2_CI28B,0.9606
B21_A260,0.897
B-22INBR.FR.SUPERGOLD_BR-22,0.9609
B-28_IA28,0.9732
B37_Mo401,0.9922
B37T_Mo401,0.9918
B37TRf_B37T,0.9879
B38_B45,0.9112
B41_Wf9,0.9501
B42_Ill.Hy,0.8905
B45_B10,0.9344
B-4541_R-53-1INBR.FR.YELPEARL,0.8716
B46_W572,0.9384
B47_B37,0.9645
B49_R4,0.9009
B52_A678,0.9206
B54_B117,0.8779
B55_A57N,0.9259
B56_38-11,0.9079
B57_AR214,0.9068
B59_B14A,0.9741
B64_Hi31,0.9571
B65_WXWF9,0.9707
B66_Oh43,0.9212
B67_B14A,0.9118
B68_B14,0.9749
B69_B14A,0.9296
B7_I205,0.8815
B70_C103T,0.948
B73_F42,0.9989
B73HT_B73,0.9794
B73Htrhm_F42,0.9976
B75_H98,0.8816
B76_B37T,0.9737
B77_B98,0.8691
B79_R225,0.8983
B8_CM182,0.9458
B84_W8555,0.9661
B84+/su_W8555,0.9651
B85_B102,0.901
B86_Oh43,0.9262
B87_MS214,0.8909
B88_B90,0.8915
B89_B94,0.9275
B90_B117,0.93
B91_B118,0.9371
B92_C103T,0.9296
B93_B102,0.9467
B94_B111,0.9402
B95_B117,0.9216
B96_B64,0.8899
B97_B118,0.9699
B98_LH93,0.878
B99_B117,0.9557
BAIIIIb-6_BAIIIId-2,0.9205
BAIIIId-2_NC260,0.9245
BAITOUSHUANGIN.JI095_DABATANGINB.JI0241,0.8741
BCC03_Mo17,0.9202
Bei10=North10_Va6,0.8758
BO385Y_BO394Y,0.9456
BO394Y_BO385Y,0.9456
BO46W_D940Y,0.9287
BO9_IBB14,0.9245
BR-1-1_SA24,0.9065
BR-15DENTSTERILE_OC5,0.9634
BR-17INBR.FR.SUPERGOLD_R-17INBR.FR.SUPERGOLD,0.9761
BR-22_B-22INBR.FR.SUPERGOLD,0.9609
BR-28INBR.FR.YEL.PEARL_B-17INBR.FR.SUPERGOLD,0.9405
B-WHO-201_SA24,0.8882
C102_5707,0.8967
C103_R903B,0.9805
C103T_R903B,0.9815
C12-1_909,0.92
C123_R903B,0.9396
C13_A357,0.8915
C14_A203,0.8743
C15_C22,0.9106
C18_C40,0.9174
C22_C38,0.9117
C27_M23,0.9048
C3_C42,0.895
C30_IP39,0.9805
C31_IP39,0.9841
C38_IP39,0.984
C40_P51B,0.937
C410-1F11INBREDHOTNOTCROSSES_A17-1-1INBREDPOTCHEFSTROOMPEARL,0.8714
C42_W3722,0.9257
C49_CO150,0.9166
C49A_A116,0.9163
C5_W6366,0.9204
C5Ark1956_C7e,0.9085
C68_Ia453,0.8985
C7_P51,0.9258
C70_90313,0.8813
C7e_277,0.9126
C8pseudo_M14,0.9238
C90_Ia5125B,0.9365
CA-15-1DENTSTERILE_RB-15DENTSTERILE,0.97
CA-15-2DENTSTERILE_RB-15DENTSTERILE,0.9559
CA-4_IADS43-W,0.8664
CA-53INBR.FR.YELPEARL_IADS53,0.9504
CG10_R53,0.8835
CH157_B109,0.8719
CH701-30_CH705-8,0.8889
CH705-8_CH741-6,0.9236
CH711-10_C103,0.9059
CH732-12_B14A,0.9371
CH741-6_B14A,0.9407
CH753-4_A635,0.9733
CH9_WXWF9,0.9108
CHAN11INBRED_R218,0.8995
CHI-41_M14,0.9069
CHI-503_WXM14,0.9046
CHI-69INB._P51,0.8616
Chi-tan120_R216A,0.9097
CI1_CI46,0.8913
CI11B_CI70,0.9372
CI12_CI92,0.8767
CI127_CI93A,0.8679
CI187-2_CI91BGoodman-Buckler,0.9369
CI19_CI84B,0.9015
CI2_CI27,0.8935
CI20_CI85B,0.8768
CI21E_Mo303ae,0.9864
CI23_CI34,0.9057
CI24_CI3A,0.9015
CI27_CI34,0.9072
CI28_CI28A,0.9755
CI28A_CI28,0.9755
CI28B_CI28A,0.9759
CI28C_CI28B,0.9607
CI29B_Wf9T,0.9721
CI3_CI24,0.9047
CI30_WXOs420,0.9197
CI31_B76,0.8802
CI317B_WXL317,0.9538
CI31A_B76,0.8837
CI32_WXL317,0.9498
CI34_Va35,0.913
CI38B_AH83,0.959
CI3A_CI24,0.9015
CI40A_Os420,0.9745
CI40H_Os420,0.9713
CI41_Mo30W,0.8659
CI42A_Mo313ae,0.986
CI42B_Mo313ae,0.9861
CI43_B73,0.8685
CI45_R4,0.9163
CI46_CI11B,0.9375
CI49A_Mo25W,0.9223
CI4A_R914,0.9028
CI540_H10,0.9245
CI64_A359NW,0.959
CI66_WXK55,0.9476
CI7_CI7Goodman-Buckler,0.9768
CI70_CI11B,0.9372
CI72_B73,0.8724
CI74_AusTRCF305817,0.8726
CI75_A265,0.8915
CI7A_CI7Goodman-Buckler,0.9583
CI7Goodman-Buckler_Mo308ae,0.9583
CI81B_CI91C,0.8779
CI82A_CI83A,0.8747
CI82B_A674,0.8761
CI83A_CI82A,0.8747
CI84B_CI93A,0.8978
CI85B_CI93A,0.8845
CI86B_Mo2RF,0.8849
CI88A_B73,0.8729
CI89B_TR9-1-1-6,0.924
CI90A_H88,0.9365
CI90C_M14,0.9137
CI91B_WX187-2,0.9718
CI91BGoodman-Buckler_WX187-2,0.9715
CI91C_GE440,0.9035
CI92_GE440,0.9032
CI93A_CI84B,0.8978
CIRAD390_B73,0.8578
CL17_CO106,0.8742
CL18_CO106,0.8745
CL19_CL27,0.8816
CL20_CL22,0.8915
CL22_CL20,0.8915
CL27_CMV3,0.8682
CM105_CM174,0.9895
CM145_Wf9,0.896
CM151_B14,0.9181
CM155_B14A,0.9329
CM169_CM99,0.9915
CM174_CM105,0.9895
CM182_ND-B8,0.9376
CM234_ND-B8,0.9232
CM37_PHK05,0.9331
CM48_CMV3,0.9207
CM7_S59A,0.8756
CM99_CM174,0.9893
CML10_CML263,0.9363
CML101_CML107,0.8626
CML103_CML108,0.8708
CML107_CML375,0.8625
CML108_CML483,0.9078
CML11_CML263,0.9343
CML115_B73,0.8669
CML116_Wf9,0.8645
CML118_NC366,0.8796
CML121_Mp708,0.9118
CML139_CML121,0.9085
CML14_CML16,0.8863
CML142_CML158Q,0.8608
CML144_CML157Q,0.8666
CML154Q_CML492,0.8649
CML157Q_CML144,0.8666
CML158Q_CML144,0.8655
CML16_CML17,0.8821
CML17_CML16,0.8821
CML172_CML416,0.8566
CML176_CML503,0.8645
CML184_B73Htrhm,0.8575
CML19_CML20,0.8691
CML195_M131,0.9479
CML196_B73,0.8606
CML197_CML211,0.9606
CML198_CML230,0.8576
CML199_TZMI713,0.9192
CML20_CML289,0.888
CML200_89246,0.87
CML201_CML200,0.8656
CML204_CML392,0.9121
CML206_TZMI713,0.9052
CML210_CML231,0.8609
CML211_CML197,0.9606
CML212_B73,0.8598
CML213_CML197,0.961
CML214_CML215,0.9836
CML215_M131,0.9832
CML217_CML363,0.8633
CML218_CML219,0.8649
CML219_CML218,0.8649
CML22_CML36,0.8608
CML220_CML218,0.8663
CML223_CML228,0.894
CML224_CML228,0.8856
CML225_CML223,0.8858
CML226_CML227,0.8895
CML227_CML226,0.8895
CML228_Ki3,0.8891
CML229_CML223,0.887
CML230_CML233,0.8732
CML231_CML416,0.8749
CML233_CML234,0.8763
CML234_CML233,0.8763
CML235_CML107,0.8602
CML236_CML449,0.8756
CML238_CML38,0.8662
CML242_T272,0.8661
CML246_B73Htrhm,0.8523
CML247_CML233,0.8606
CML25_A6,0.8838
CML254_CML344,0.8657
CML255_CML261,0.8727
CML258_CML309,0.975
CML261_CML309,0.8706
CML263_CML11,0.9343
CML264_CML9,0.9653
CML267_CML43,0.8635
CML268_NC340,0.8619
CML269_CML22,0.8689
CML27_CML29,0.8699
CML270_CML38,0.8593
CML271_CML264,0.9164
CML273_CML500,0.9263
CML274_CML500,0.9203
CML277_CML341,0.8766
CML28_A6,0.8579
CML281_CML273,0.8856
CML282_CML288,0.8615
CML283_A6,0.8678
CML285_CML289,0.8865
CML287_CML27,0.8897
CML288_CML20,0.8693
CML289_CML285,0.8865
CML29_CML287,0.8612
CML295_CML299,0.9896
CML297_CML303,0.9563
CML298_CML52,0.8822
CML299_CML295,0.9896
CML3_CML264,0.8729
CML300_CML295,0.9867
CML303_CML308,0.9474
CML304_CML299,0.9869
CML305_CML297,0.9336
CML308_CML303,0.9474
CML309_CML6,0.974
CML31_CML27,0.8603
CML310_CML341,0.8751
CML311_Tx811,0.8652
CML312_CML384,0.8656
CML313_CML379,0.8918
CML314_CML264,0.8732
CML315_CML320,0.8621
CML316_CML92,0.8655
CML317_B73,0.8595
CML318_B73,0.8599
CML319_CML264,0.9173
CML32_CML299,0.8646
CML320_CML315,0.8621
CML321_CML377,0.8692
CML322_CML331,0.894
CML323_CML326,0.8707
CML324_CML326,0.8749
CML325_B73,0.8625
CML326_CML323,0.8707
CML327_CML486,0.8621
CML328_CML426,0.858
CML329_CML368,0.8598
CML33_CML297,0.8857
CML330_CML331,0.8805
CML331_CML322,0.894
CML332_CML322,0.8947
CML333_Mp714,0.8762
CML334_Mp714,0.8715
CML335_CML337,0.8872
CML336_CML335,0.8797
CML337_CML335,0.8872
CML338_Mp705,0.8824
CML339_CML340,0.8754
CML340_CML494,0.8893
CML341_CML494,0.9076
CML342_CML494,0.9066
CML343_CML494,0.8832
CML344_CML5,0.8675
CML345_CML227,0.8774
CML346_Mp706,0.8731
CML347_CML298,0.8625
CML348_CML298,0.859
CML357_CML358,0.8625
CML358_CML434,0.9374
CML359_CML358,0.9421
CML36_CML38,0.8811
CML360_CML69,0.8611
CML361_Mp708,0.8599
CML362_A6,0.8646
CML363_A6,0.8662
CML365_Mp708,0.8563
CML366_CML357,0.862
CML367_CML372,0.8593
CML368_CML329,0.8598
CML370_Mp705,0.8729
CML371_CML372,0.8701
CML372_Mp706,0.8813
CML373_CML339,0.8718
CML374_CML310,0.8689
CML375_CML108,0.8631
CML376_CML313,0.8636
CML377_CML384,0.9928
CML378_CML315,0.8625
CML379_CML313,0.8918
CML38_CML449,0.8784
CML380_CML381,0.8848
CML381_CML379,0.8898
CML383_CML384,0.9902
CML384_CML383,0.9902
CML386_B73,0.8603
CML387_CML389,0.9339
CML388_CML387,0.9369
CML389_CML387,0.9339
CML390_B73,0.8568
CML391_B73,0.8554
CML392_CML204,0.9121
CML394_CML264,0.9185
CML395_TZSTRI122,0.9072
CML40_B73,0.859
CML416_CML234,0.8808
CML418_A6,0.8568
CML419_MR26PolloS5,0.8563
CML420_CML11,0.8564
CML421_CML426,0.8672
CML422_CML25,0.8669
CML423_Mp707,0.8606
CML424_CML25,0.861
CML425_CML421,0.8679
CML426_CML421,0.8672
CML427_CML223,0.8582
CML429_CML223,0.8544
CML43_CML342,0.8751
CML430_Ki14,0.874
CML431_CML223,0.8659
CML433_Ki44,0.8893
CML434_CML358,0.9374
CML436_Mp706,0.8816
CML438_CML52,0.8609
CML440_TZEI5,0.8553
CML441_CML231,0.8566
CML448_CML263,0.8701
CML449_CML38,0.8784
CML45_CML277,0.8739
CML450_CML9,0.9136
CML451_CML264,0.9306
CML454_CML29,0.8588
CML456_B73,0.85
CML46_CML342,0.8753
CML474_Ki3,0.8572
CML476_CML254,0.8697
CML48_CML281,0.8831
CML480_CML298,0.8745
CML481_Ki3,0.8874
CML482_CML277,0.8664
CML483_CML78,0.9073
CML484_Mp705,0.875
CML485_CML236,0.8592
CML486_B73,0.8635
CML487_CML315,0.8583
CML49_89274,0.8972
CML490_CML5,0.8635
CML491_CML157Q,0.8631
CML492_CML154Q,0.8649
CML493_CML422,0.8628
CML494_CML342,0.9066
CML495_CML9,0.9287
CML496_CML295,0.8608
CML498_CML503,0.9223
CML5_CML258,0.8807
CML50_AusTRCF306244,0.8736
CML500_CML274,0.9203
CML503_CML9,0.9576
CML52_CML480,0.8738
CML54_CML261,0.8594
CML55_CML56,0.863
CML56_CML255,0.8619
CML6_CML309,0.974
CML61_CML264,0.8816
CML69_B73,0.8623
CML77_R229,0.8591
CML78_CML483,0.9073
CML79_GEMS-0143,0.8568
CML8_CML258,0.9641
CML9_CML503,0.9576
CML91_CML78,0.8689
CML92_CML316,0.8655
CML98_B14,0.8676
CMV3_CM37,0.9185
CO106_A575,0.9413
CO109_CO252,0.8975
CO117_C49A,0.9149
CO120_A344,0.8855
CO125_S125,0.8721
CO150_C49A,0.9158
CO158_A344,0.8845
CO159_C49,0.8825
CO192_T8445INBRED,0.8784
CO216_CO236,0.8878
CO220_A632HT,0.9847
CO236_CO216,0.8878
CO237_C49A,0.8736
CO245_W182ETMS,0.9182
CO252_A575,0.9106
CO255_CSJ2,0.9062
CO256_B37,0.8993
CO257_B89,0.906
CO258_B110,0.9111
CR14_B73,0.9475
CR1HT_Mo17T,0.9358
CR22INBRED_A407,0.8852
CR2INBRED_T8144INBRED,0.8725
CS405_LH119,0.9393
CS608_AusTRCF306308,0.9541
CSJ2_CO255,0.9062
CSJ3_CO109,0.8811
CUB57c-2_NC260,0.9033
D940Y_BO46W,0.9287
DABATANGINB.JI0241_HUOBAOMIJI0235,0.8892
DAJINDINGJI0018_BAITOUSHUANGIN.JI095,0.8923
DE1_PHP02,0.9262
DE2_PHP02,0.9209
DE3_PHW79,0.944
DE4_LH123HT,0.9052
DE5_B105,0.9299
DE811_Hi31,0.9369
DelawareExperimentalInbred_PHW79,0.9428
DJ7_GEMS-0101,0.9964
E199-1-1INBREDS5SYN.ANVELD40_T163,0.8739
E205-1-1-1INBREDS5SYN.ANVELD_B73,0.8692
E2558W_CI64,0.8776
E292-1-1-1INBS5SYNANVELDXMINN.706_A34,0.8736
E680-2-1-3S5INBRED_B73,0.8626
E680-3-1-1S6INBRED_B73,0.8637
E683-1-2-1S5INBRED_NC316,0.8604
E684-1-1-1S5INBRED_B73Htrhm,0.8613
E697-1-1-1S5INBRED_E783-1-2-1S6STS.4222INBRED,0.8659
E783-1-2-1S6STS.4222INBRED_B73,0.8652
E8501_58803Mo17MethBcS3,0.9132
EA1070_EZ59,0.8608
EA2000_NO.1197INBRED,0.867
EA2024_4F-350CN2,0.8644
EA2841_B73,0.8513
EA3076_A652,0.8734
East028_A90,0.8921
EAST028WHITECOB_A375,0.8761
ECU770b-2_NC260,0.8976
Eng-liChih_58613B73MethBc5S4,0.8624
EP1_4554INBRED,0.9268
EP10_B73Htrhm,0.8626
EP16_EP47,0.8764
EP2_NC316,0.8642
EP2008-03_EP1,0.8651
EP2008-04_EZ59,0.8684
EP2008-05_EZ59,0.8648
EP28_A575,0.8917
EP29_A659,0.8912
EP3_EP47,0.9092
EP31_CMV3,0.8657
